owner_name,property_address,mailing_address,city,state,zip,parcel_id,property_type,source_url,raw
,,,CLB,CA,,7070002016,,https://portal.assessor.lacounty.gov/parceldetail/7070002016,"{""OBJECTID"": 14, ""APN"": ""7070002016"", ""APNI"": 7070002016, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 16, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002016"", ""GlobalID"": ""8b6841f6-d997-463c-815a-9fc65d78ef48"", ""Shape__Area"": 891.9765625, ""Shape__Length"": 135.15658032847153}"
,,,CLB,CA,,7070002020,,https://portal.assessor.lacounty.gov/parceldetail/7070002020,"{""OBJECTID"": 15, ""APN"": ""7070002020"", ""APNI"": 7070002020, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 20, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002020"", ""GlobalID"": ""6729839d-5180-4ba5-91cb-d30e6ac50c77"", ""Shape__Area"": 918.15234375, ""Shape__Length"": 130.92575229273922}"
,,,CLB,CA,,7070006015,,https://portal.assessor.lacounty.gov/parceldetail/7070006015,"{""OBJECTID"": 16, ""APN"": ""7070006015"", ""APNI"": 7070006015, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 15, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006015"", ""GlobalID"": ""787a7b2c-20a3-4b1d-9d13-1219670833ed"", ""Shape__Area"": 701.8125, ""Shape__Length"": 112.38427137077802}"
,,,CLB,CA,,7070006014,,https://portal.assessor.lacounty.gov/parceldetail/7070006014,"{""OBJECTID"": 17, ""APN"": ""7070006014"", ""APNI"": 7070006014, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 14, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006014"", ""GlobalID"": ""c31df03d-ac27-439b-b8a1-48302eb6b304"", ""Shape__Area"": 721.046875, ""Shape__Length"": 113.40471205424015}"
,,,CLB,CA,,7070003016,,https://portal.assessor.lacounty.gov/parceldetail/7070003016,"{""OBJECTID"": 18, ""APN"": ""7070003016"", ""APNI"": 7070003016, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 16, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003016"", ""GlobalID"": ""14b6ffdf-c611-4d54-bda7-1ddbaa61cca0"", ""Shape__Area"": 812.94140625, ""Shape__Length"": 119.32006551198853}"
,,,CLB,CA,,7070006013,,https://portal.assessor.lacounty.gov/parceldetail/7070006013,"{""OBJECTID"": 19, ""APN"": ""7070006013"", ""APNI"": 7070006013, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 13, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006013"", ""GlobalID"": ""36fc354f-0eb3-4c49-afd6-03ce7f9209bd"", ""Shape__Area"": 708.08203125, ""Shape__Length"": 112.69976171621889}"
,,,CLB,CA,,7070003010,,https://portal.assessor.lacounty.gov/parceldetail/7070003010,"{""OBJECTID"": 20, ""APN"": ""7070003010"", ""APNI"": 7070003010, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 10, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003010"", ""GlobalID"": ""c9165132-6e89-43b3-83e6-b895c182c6aa"", ""Shape__Area"": 768.41796875, ""Shape__Length"": 118.37864973255012}"
,,,CLB,CA,,7070006012,,https://portal.assessor.lacounty.gov/parceldetail/7070006012,"{""OBJECTID"": 21, ""APN"": ""7070006012"", ""APNI"": 7070006012, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 12, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006012"", ""GlobalID"": ""564babe5-6b13-4221-9f56-9583bd647606"", ""Shape__Area"": 716.5625, ""Shape__Length"": 113.13509692104493}"
,,,CLB,CA,,7070002015,,https://portal.assessor.lacounty.gov/parceldetail/7070002015,"{""OBJECTID"": 22, ""APN"": ""7070002015"", ""APNI"": 7070002015, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 15, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002015"", ""GlobalID"": ""444cbe67-59c7-47c2-8339-7650372dbd2d"", ""Shape__Area"": 826.4765625, ""Shape__Length"": 122.53085754561332}"
,,,CLB,CA,,7070002021,,https://portal.assessor.lacounty.gov/parceldetail/7070002021,"{""OBJECTID"": 23, ""APN"": ""7070002021"", ""APNI"": 7070002021, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 21, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002021"", ""GlobalID"": ""62bff017-0d71-41e6-8b60-691082e82ee8"", ""Shape__Area"": 850.76171875, ""Shape__Length"": 125.93928291534029}"
,,,CLB,CA,,7070006011,,https://portal.assessor.lacounty.gov/parceldetail/7070006011,"{""OBJECTID"": 24, ""APN"": ""7070006011"", ""APNI"": 7070006011, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 11, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006011"", ""GlobalID"": ""c8f7dfd5-bed6-41b3-bceb-de303503f4ce"", ""Shape__Area"": 707.26953125, ""Shape__Length"": 112.61813988473034}"
,,,CLB,CA,,7070006017,,https://portal.assessor.lacounty.gov/parceldetail/7070006017,"{""OBJECTID"": 25, ""APN"": ""7070006017"", ""APNI"": 7070006017, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 17, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006017"", ""GlobalID"": ""ef4508db-3052-4b8d-91d8-0486ccdd5e94"", ""Shape__Area"": 900.55859375, ""Shape__Length"": 120.90290834458315}"
,,,CLB,CA,,7070006010,,https://portal.assessor.lacounty.gov/parceldetail/7070006010,"{""OBJECTID"": 26, ""APN"": ""7070006010"", ""APNI"": 7070006010, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 10, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006010"", ""GlobalID"": ""4bd6545b-baf2-4e76-983e-1fa58a30f8d6"", ""Shape__Area"": 704.8828125, ""Shape__Length"": 112.47686182879033}"
,,,CLB,CA,,7070003017,,https://portal.assessor.lacounty.gov/parceldetail/7070003017,"{""OBJECTID"": 27, ""APN"": ""7070003017"", ""APNI"": 7070003017, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 17, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003017"", ""GlobalID"": ""24a93cf5-9cac-434e-a7be-4ba480b8a4dd"", ""Shape__Area"": 746.8046875, ""Shape__Length"": 114.38204275866369}"
,,,CLB,CA,,7070006018,,https://portal.assessor.lacounty.gov/parceldetail/7070006018,"{""OBJECTID"": 28, ""APN"": ""7070006018"", ""APNI"": 7070006018, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 18, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006018"", ""GlobalID"": ""18497ef9-2e75-409c-9b2e-d21471c6863e"", ""Shape__Area"": 672.1015625, ""Shape__Length"": 110.0642016566075}"
,,,CLB,CA,,7070006009,,https://portal.assessor.lacounty.gov/parceldetail/7070006009,"{""OBJECTID"": 29, ""APN"": ""7070006009"", ""APNI"": 7070006009, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 9, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006009"", ""GlobalID"": ""639e0dc7-9823-4adc-8a13-3f27545b9cc5"", ""Shape__Area"": 708.515625, ""Shape__Length"": 112.6576281279367}"
,,,CLB,CA,,7070003009,,https://portal.assessor.lacounty.gov/parceldetail/7070003009,"{""OBJECTID"": 30, ""APN"": ""7070003009"", ""APNI"": 7070003009, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 9, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003009"", ""GlobalID"": ""9511f4f5-4584-41b5-9a61-39dd1a590df8"", ""Shape__Area"": 750.62890625, ""Shape__Length"": 116.7522343800187}"
,,,CLB,CA,,7070002014,,https://portal.assessor.lacounty.gov/parceldetail/7070002014,"{""OBJECTID"": 31, ""APN"": ""7070002014"", ""APNI"": 7070002014, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 14, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002014"", ""GlobalID"": ""51a09e1f-dbfd-47fd-b5b1-f15371d8cd03"", ""Shape__Area"": 759.46875, ""Shape__Length"": 117.87206973161122}"
,,,CLB,CA,,7070002022,,https://portal.assessor.lacounty.gov/parceldetail/7070002022,"{""OBJECTID"": 32, ""APN"": ""7070002022"", ""APNI"": 7070002022, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 22, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002022"", ""GlobalID"": ""c96de215-b709-4eb5-9e32-9fb8d2df81e5"", ""Shape__Area"": 738.75390625, ""Shape__Length"": 115.71332588207247}"
,,,CLB,CA,,7070006019,,https://portal.assessor.lacounty.gov/parceldetail/7070006019,"{""OBJECTID"": 33, ""APN"": ""7070006019"", ""APNI"": 7070006019, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 19, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006019"", ""GlobalID"": ""bb84d79b-3106-44b7-9f3e-628a2a89f29f"", ""Shape__Area"": 663.7578125, ""Shape__Length"": 109.57945125648138}"
,,,CLB,CA,,7070006008,,https://portal.assessor.lacounty.gov/parceldetail/7070006008,"{""OBJECTID"": 34, ""APN"": ""7070006008"", ""APNI"": 7070006008, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 8, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006008"", ""GlobalID"": ""8510c581-0baf-4dd3-b617-095493b4ce4b"", ""Shape__Area"": 706.93359375, ""Shape__Length"": 112.56285958451093}"
,,,CLB,CA,,7070006020,,https://portal.assessor.lacounty.gov/parceldetail/7070006020,"{""OBJECTID"": 35, ""APN"": ""7070006020"", ""APNI"": 7070006020, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 20, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006020"", ""GlobalID"": ""123e1f8d-5508-4fe3-9834-96582471b927"", ""Shape__Area"": 662.2734375, ""Shape__Length"": 109.46126429627024}"
,,,CLB,CA,,7070006007,,https://portal.assessor.lacounty.gov/parceldetail/7070006007,"{""OBJECTID"": 36, ""APN"": ""7070006007"", ""APNI"": 7070006007, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 7, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006007"", ""GlobalID"": ""203bb365-afcd-4517-8976-a15c1d4e8e40"", ""Shape__Area"": 708.01953125, ""Shape__Length"": 112.60658204477633}"
,,,CLB,CA,,7070001904,,https://portal.assessor.lacounty.gov/parceldetail/7070001904,"{""OBJECTID"": 37, ""APN"": ""7070001904"", ""APNI"": 7070001904, ""BOOK_NO"": 7070, ""PAGE_NO"": 1, ""PARCEL_NO"": 904, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070001904"", ""GlobalID"": ""afd1e895-6461-4df1-9b1a-92d16849fb27"", ""Shape__Area"": 2334.85546875, ""Shape__Length"": 201.54925623411847}"
,,,CLB,CA,,7070003008,,https://portal.assessor.lacounty.gov/parceldetail/7070003008,"{""OBJECTID"": 38, ""APN"": ""7070003008"", ""APNI"": 7070003008, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 8, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003008"", ""GlobalID"": ""28c41222-e58e-4469-b703-e21f101c77f2"", ""Shape__Area"": 723.5390625, ""Shape__Length"": 114.52159391190247}"
,,,CLB,CA,,7070003018,,https://portal.assessor.lacounty.gov/parceldetail/7070003018,"{""OBJECTID"": 39, ""APN"": ""7070003018"", ""APNI"": 7070003018, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 18, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003018"", ""GlobalID"": ""68977555-f9cb-42b4-b07c-f135331f5784"", ""Shape__Area"": 733.375, ""Shape__Length"": 113.44111968783588}"
,,,CLB,CA,,7070006021,,https://portal.assessor.lacounty.gov/parceldetail/7070006021,"{""OBJECTID"": 40, ""APN"": ""7070006021"", ""APNI"": 7070006021, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 21, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006021"", ""GlobalID"": ""777bebf2-792b-407d-a73a-4c2e8bae644e"", ""Shape__Area"": 668.296875, ""Shape__Length"": 109.73992191725}"
,,,CLB,CA,,7070006006,,https://portal.assessor.lacounty.gov/parceldetail/7070006006,"{""OBJECTID"": 41, ""APN"": ""7070006006"", ""APNI"": 7070006006, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 6, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006006"", ""GlobalID"": ""57826e31-c2a5-41d7-bd67-311db0a2eb4d"", ""Shape__Area"": 711.82421875, ""Shape__Length"": 112.81627951029478}"
,,,CLB,CA,,7070002013,,https://portal.assessor.lacounty.gov/parceldetail/7070002013,"{""OBJECTID"": 42, ""APN"": ""7070002013"", ""APNI"": 7070002013, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 13, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002013"", ""GlobalID"": ""665cf8c2-7a29-4cd3-8f59-60c5d17e0b5a"", ""Shape__Area"": 738.02734375, ""Shape__Length"": 115.967011673412}"
,,,CLB,CA,,7070002023,,https://portal.assessor.lacounty.gov/parceldetail/7070002023,"{""OBJECTID"": 43, ""APN"": ""7070002023"", ""APNI"": 7070002023, ""BOOK_NO"": 7070, ""PAGE_NO"": 2, ""PARCEL_NO"": 23, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070002023"", ""GlobalID"": ""6952eb91-7ef2-490f-913b-4d5f84772b97"", ""Shape__Area"": 726.30859375, ""Shape__Length"": 113.20948246993214}"
,,,CLB,CA,,7070006022,,https://portal.assessor.lacounty.gov/parceldetail/7070006022,"{""OBJECTID"": 44, ""APN"": ""7070006022"", ""APNI"": 7070006022, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 22, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006022"", ""GlobalID"": ""72fbd758-4c14-4984-9749-4f80d779c3d2"", ""Shape__Area"": 667.94140625, ""Shape__Length"": 109.66991518077195}"
,,,CLB,CA,,7070006005,,https://portal.assessor.lacounty.gov/parceldetail/7070006005,"{""OBJECTID"": 45, ""APN"": ""7070006005"", ""APNI"": 7070006005, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 5, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006005"", ""GlobalID"": ""2bf2efaa-4648-4fc6-ae03-23d38d5f76d0"", ""Shape__Area"": 701.90234375, ""Shape__Length"": 112.25334729582318}"
,,,CLB,CA,,7070006023,,https://portal.assessor.lacounty.gov/parceldetail/7070006023,"{""OBJECTID"": 46, ""APN"": ""7070006023"", ""APNI"": 7070006023, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 23, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006023"", ""GlobalID"": ""ce6caa8d-afaf-4d94-9ed4-3ddbf8902073"", ""Shape__Area"": 680.73828125, ""Shape__Length"": 110.33309395429679}"
,,,CLB,CA,,7070006004,,https://portal.assessor.lacounty.gov/parceldetail/7070006004,"{""OBJECTID"": 47, ""APN"": ""7070006004"", ""APNI"": 7070006004, ""BOOK_NO"": 7070, ""PAGE_NO"": 6, ""PARCEL_NO"": 4, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070006004"", ""GlobalID"": ""ec078583-2e1d-4df0-acb1-3917607cff4a"", ""Shape__Area"": 714.37890625, ""Shape__Length"": 112.9208632624419}"
,,,CLB,CA,,7070003019,,https://portal.assessor.lacounty.gov/parceldetail/7070003019,"{""OBJECTID"": 48, ""APN"": ""7070003019"", ""APNI"": 7070003019, ""BOOK_NO"": 7070, ""PAGE_NO"": 3, ""PARCEL_NO"": 19, ""MUNICIPALITY"": ""CLB"", ""STACKEDAPN"": ""N"", ""LACO_URL"": ""https://portal.assessor.lacounty.gov/parceldetail/7070003019"", ""GlobalID"": ""c11166a8-55b1-4004-a266-8444688bd55e"", ""Shape__Area"": 763.29296875, ""Shape__Length"": 114.77040294282499}"
